#
# VERSION#2
# DATE#18/01/2016 (2)
# TIME#16:31:50
# DATETIME#3535979510
# PROTOCOLDEF##	Stimulus	Name	In	Out	Sweep	Rep	Wait	Group	Execute	Trig	
# PROTOCOL#3	25	IV	0;1;2;3;4;5	0;1;2;3	14	0	0	ECall			
# STIMULUSDEF##	Name	Analog	Parameters	Digital	Units	Scale	Sampling	Duration	
# STIMULUS0#25	IV	Pulse($, 0.1, 1)	-140:20:120		A	1e-12	100	1.4	
# SWEEPNUM#5/14
# GROUP#ECall
# EXECUTE#
# TRIG#
# 
# PATTERN#25
# IN#0;1;2;3;4;5
# OUT#0;1;2;3
# SWEEP#14
# REP#0
# WAIT#0
# PATTERNNAME0#IV
# ANALOG0#Pulse($, 0.1, 1)
# SWEEP0#-140:20:120
# DIGITAL0#
# UNITS0#A
# GAIN0#1e-12
# SAMPLING0#100
# DURATION0#1.4
# DACNAME0#DAC0
# DACUNITS0#V
# DACGAIN0#2.5e9
# DACSCALE0#3
# {
#    "topFullScale": 0.0, 
#    "fsValid": 0, 
#    "xUnits": [
#        "s", 
#        "", 
#        "", 
#        ""
#    ], 
#    "depID": 0, 
#    "swModified": 0, 
#    "dataUnits": [
#        "V", 
#        "", 
#        "", 
#        ""
#    ], 
#    "next": 0, 
#    "modDate": 3568125812, 
#    "waveNoteH": 0, 
#    "formula": 0, 
#    "type": 2, 
#    "whVersion": 0, 
#    "botFullScale": 0.0, 
#    "useBits": "\u0000", 
#    "fileName": 0, 
#    "aModified": 0, 
#    "creationDate": 3535979509, 
#    "wUnused": [
#        "\u0001", 
#        ""
#    ], 
#    "wModified": 0, 
#    "hsB": 0.0, 
#    "hsA": 0.0001, 
#    "kindBits": "\u0000", 
#    "npnts": 14000, 
#    "bname": "ECall_IV_ch3_551", 
#    "srcFldr": 0
#}
0	-79.3125
0.1	-79.525
0.2	-79.3938
0.3	-79.45
0.4	-79.4313
0.5	-79.3563
0.6	-79.3375
0.7	-79.3688
0.8	-79.3187
0.9	-79.3875
1	-79.4438
1.1	-79.2875
1.2	-79.35
1.3	-79.3875
1.4	-79.3563
1.5	-79.3438
1.6	-79.3938
1.7	-79.3312
1.8	-79.4562
1.9	-79.275
2	-79.45
2.1	-79.4
2.2	-79.4062
2.3	-79.3563
2.4	-79.4375
2.5	-79.35
2.6	-79.5188
2.7	-79.3688
2.8	-79.3688
2.9	-79.3688
3	-79.4313
3.1	-79.375
3.2	-79.3063
3.3	-79.4
3.4	-79.4187
3.5	-79.3938
3.6	-79.4
3.7	-79.3688
3.8	-79.3063
3.9	-79.575
4	-79.3
4.1	-79.4625
4.2	-79.425
4.3	-79.4438
4.4	-79.375
4.5	-79.3938
4.6	-79.3688
4.7	-79.5
4.8	-79.2875
4.9	-79.4125
5	-79.3938
5.1	-79.4562
5.2	-79.4187
5.3	-79.45
5.4	-79.35
5.5	-79.325
5.6	-79.4062
5.7	-79.3875
5.8	-79.475
5.9	-79.3438
6	-79.4688
6.1	-79.475
6.2	-79.5125
6.3	-79.3187
6.4	-79.5
6.5	-79.4438
6.6	-79.475
6.7	-79.3375
6.8	-79.5687
6.9	-79.4
7	-79.4
7.1	-79.4062
7.2	-79.3875
7.3	-79.4375
7.4	-79.5
7.5	-79.375
7.6	-79.4125
7.7	-79.4562
7.8	-79.3375
7.9	-79.4375
8	-79.4625
8.1	-79.4375
8.2	-79.3625
8.3	-79.45
8.4	-79.3625
8.5	-79.4938
8.6	-79.3063
8.7	-79.4875
8.8	-79.4625
8.9	-79.3938
9	-79.4125
9.1	-79.4688
9.2	-79.3625
9.3	-79.45
9.4	-79.5125
9.5	-79.4
9.6	-79.4438
